index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
3282,THIS ACCOUNT SHOULD BE SHOWN CLOSED PAID AS AGREED XXXX XXXX XXXX XXXX WITH A BALANCE XXXX XXXX THIS ACCOUNT IS BEING REPORTED WITH A BALANCE THAT IS NOT CORRECT,unknown,unknown,none,unknown,unknown,unknown
3285,Unauthorized use of debit card,debit,checking,unknown,unknown,card_not_present,outgoing
3287,"Yesterday XX/XX/18 i called bank of america in regards to overdraft fees for help and they refused to help, the woman hung up on me after wasting 20 minutes of my time",fee,checking,none,Bank of America,branch,unknown
3286,I sent some money to the wrong person by accident and they didnt want to help me out with this the money was {$200.00} and {$50.00},transfer,unknown,unknown,unknown,unknown,outgoing
3288,"XXXX XXXX XXXX. XXXX XXXX, XXXX XXXX XX/XX/XXXX XXXX XX/XX/XXXX I need clarification as to why you are reporting certain information on my credit report. Please review the following XXXX XXXX Opened XX/XX/XXXX Open balance {$150.00} High credit is lower than balance, delete for inaccurate reporting.",unknown,credit_card,none,unknown,unknown,unknown
3290,"On XX/XX/2022, I completed an Apple Card credit application and was denied. I do not agree with this decision as my credit was considered and I did not receive the credit in the fair exchange of this process. 

Best Regards, XXXX XXXX",other,credit_card,none,Apple Card,online,unknown
3291,had several instances when account was overdrafted and i would send money to cover and would be told that it didn't post before the overdraft did. would still be charged a fee.,transfer,checking,checking,unknown,unknown,outgoing
3289,"{$30000.00} was taken from account, and bank of America has not brought the money back into the account. I filed a complaint on XX/XX/XXXX and i have not heard back. I did not make the transactions on this account.",unknown,checking,none,Bank of America,unknown,outgoing
3295,Charged me overdraft fees,fee,checking,none,unknown,unknown,outgoing
3293,"CAPITAL ONE closed my consumer credit card account and refused to honor my instrument and offset the debt. This is a violation of 12 CFR 1026.11, due to the noncompliance and the closing of my consumer account.",other,credit_card,none,CAPITAL ONE,unknown,unknown
3294,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,none,unknown,unknown,unknown
3292,"I have called XXXX Credit Card, which is Chase Bank and cant seem to get anyone to listen to my problem which is on XX/XX/year>2024. There was a charge for {$2100.00} from XXXX XXXX I did not authorize this charge.",unknown,credit_card,unknown,XXXX XXXX,card_not_present,outgoing
3296,"I disputed 2 fraudulent charge backs ( violation of Fair Credit Billing Act ) by Chase Bank -Chase violations of Deceptive Trade Practices and Consumer Protection Statutes. Services were never rendered, chase did not investigate and stole {$120.00} out of my checking account, Please read attached.",chargeback,checking,none,Chase Bank,online,outgoing
3297,My identity has been compromised by somebody that I do not know. Please feel free to give me a call if you have any questions or concerns.,unknown,unknown,none,unknown,unknown,unknown
3299,i don't recognize this application please get removed from my credit report,other,unknown,none,unknown,unknown,unknown
3298,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,other,unknown,none,unknown,unknown,unknown
3303,company close account for no specific reason,other,unknown,none,unknown,unknown,unknown
3307,Regions bank is still doing there shady practices with NSF fees. Whats it going to take to get them to stop these crooked practices????? They already had to settle once because of their crooked crimes. But still true continue!,fee,checking,none,Regions Bank,unknown,outgoing
3309,A credit card account was reported on my credit which I have no knowledge of,unknown,credit_card,none,unknown,unknown,unknown
3302,i opened an account with this company. shortly thereafter my home and car was burglarized and my information was stolen. as a result my banking info was used and my accounts was fraudently used,other,unknown,unknown,unknown,unknown,unknown
3301,My credit card has been paid off in full since XXXX and my credit card is still reporting the balance thats been on the card since XXXX.,payment,credit_card,none,unknown,unknown,outgoing
3304,I discovered that one account still on my credit report was incorrect when I reviewed it. Validate the account that still reporting misleadingly to my file XXXX XXXX XXXX XXXX Balance : {$8900.00},other,credit_card,none,unknown,unknown,unknown
3300,"I received a letter from Comenity Bank stating "" Please call us to finish processing your XXXX XXXX card credit card account application. '' and I never opened a credit card for this.",other,credit_card,none,Comenity Bank,online,unknown
3308,Nothing was done by my bank. There was a payment sent through zelle XXXX i tried contacting the seller with no luck on refund.,payment,unknown,unknown,Zelle,Zelle,outgoing
3306,Recently checking my credit report I noticed that I have bern a victim of identity theft and found fraudulent inquaires in my credit report ( XXXX XXXX XX/XX/XXXX and XXXX XXXX XXXXXX/XX/XXXX ) please remove that frauddulent inquires in my credit reporti,other,credit_card,none,unknown,unknown,unknown
3305,"By the provisions of the Fair Credit Reporting Act, I am writing this letter to request that the listed account which I believe appears to be inaccurate and incomplete be immediately investigated and corrected on my credit file.XXXX XXXX XXXX Balance : {$410.00}",unknown,credit_card,none,unknown,unknown,unknown
3310,My venmo Account was randomly frozen/suspended XX/XX/XXXX for no reason that I knew of and I submitted my ID and still no response I couldnt withdraw money and I let them know why I needed they money since it was all I had,unknown,other,none,Venmo,Venmo,unknown
3312,I have XXXX in investment account and I want my money back! They cant take someone money bc my checking account got restricted. They said they wont give my money back because of my checking what have nothing to do with my investment.,transfer,brokerage,checking,unknown,unknown,outgoing
3311,I have been paying on this loan for over XXXX years. The interest rates keep increasing and I have paid off more than what I originally owed. I requested a settlement amount they denied it.,payment,loan,unknown,unknown,unknown,outgoing
3314,See the attached documents. I want the bureau to start the investigation on these accounts. I am never been late on this account.,unknown,unknown,none,unknown,unknown,unknown
3316,"Capital One Silver card shows a balance of {$39.00} The same day it was charge and paid it off. Why is it showing a balance on my credit report. 

Acct # XXXX Statement attached",payment,credit_card,none,Capital One,online,outgoing
3317,"I want this late payment remove from my account, and I never been late with this account I working so hard to pay this monthly and this is not acceptable. 
See the documents attached.",payment,checking,none,unknown,unknown,outgoing
3313,The Law Office of Marvel and Maloney has outright refused to give me information about the debt they say I owe. I believe this to be balance billing with has been outlawed in NJ in The Consolidated Appropriations Act of 2021 was enacted on XX/XX/XXXX.,other,unknown,unknown,The Law Office of Marvel and Maloney,online,outgoing
3315,I have use Lexington law about 2or 3 times and thought it was get better but each time they start off good and then dont do anything else and charge me.,fee,unknown,unknown,Lexington Law,unknown,outgoing
